Date,Series,Value
11/12/22,CNN,2.3068
11/13/22,CNN,1.6056
11/14/22,CNN,2.0075
11/15/22,CNN,3.6733
11/17/21,DW,0
11/18/21,DW,0
11/19/21,DW,0
11/20/21,DW,0
11/21/21,DW,0
11/22/21,DW,0
11/23/21,DW,0
11/24/21,DW,0
11/25/21,DW,0
11/26/21,DW,0
11/27/21,DW,0
11/28/21,DW,0
11/29/21,DW,0
11/30/21,DW,0
12/1/21,DW,0
12/2/21,DW,0
12/3/21,DW,0
12/4/21,DW,0
12/5/21,DW,0
12/6/21,DW,0
12/7/21,DW,0
12/8/21,DW,0
12/9/21,DW,0
12/10/21,DW,0
12/11/21,DW,0
12/12/21,DW,0
12/13/21,DW,0
12/14/21,DW,0
12/15/21,DW,0
12/16/21,DW,0
12/17/21,DW,0
12/18/21,DW,0.4111
12/19/21,DW,0.4356
12/20/21,DW,0.2004
12/21/21,DW,0
12/22/21,DW,0.2174
12/23/21,DW,2.0594
12/24/21,DW,1.1316
12/25/21,DW,0.3167
12/26/21,DW,0.4181
12/27/21,DW,0.0793
12/28/21,DW,0.2352
12/29/21,DW,0.0196
12/30/21,DW,0.6256
12/31/21,DW,1.4269
1/1/22,DW,0.1176
1/2/22,DW,0.4093
1/3/22,DW,0.3739
1/4/22,DW,0
1/5/22,DW,0.8817
1/6/22,DW,0.3722
1/7/22,DW,0.5326
1/8/22,DW,0.5258
1/9/22,DW,0.4285
1/10/22,DW,3.6445
1/11/22,DW,2.0289
1/12/22,DW,3.0066
1/13/22,DW,4.3257
1/14/22,DW,5.52
1/15/22,DW,1.991
1/16/22,DW,0.7013
1/17/22,DW,3.9032
1/18/22,DW,4.7918
1/19/22,DW,5.1738
1/20/22,DW,4.5734
1/21/22,DW,4.1293
1/22/22,DW,1.8816
1/23/22,DW,5.2756
1/24/22,DW,5.3653
1/25/22,DW,5.4307
1/26/22,DW,4.7869
1/27/22,DW,6.6023
1/28/22,DW,8.4039
1/29/22,DW,3.7291
1/30/22,DW,0.7845
1/31/22,DW,3.8824
2/1/22,DW,5.537
2/2/22,DW,6.1902
2/3/22,DW,7.4908
2/4/22,DW,5.3927
2/5/22,DW,3.8363
2/6/22,DW,3.1479
2/7/22,DW,7.4709
2/8/22,DW,6.5162
2/9/22,DW,7.1074
2/10/22,DW,6.0291
2/11/22,DW,7.0937
2/12/22,DW,6.934
2/13/22,DW,4.5749
2/14/22,DW,9.5953
2/15/22,DW,8.2776
2/16/22,DW,7.7133
2/17/22,DW,8.011
2/18/22,DW,13.266
2/19/22,DW,10.5191
2/20/22,DW,7.2327
2/21/22,DW,7.0628
2/22/22,DW,17.1629
2/23/22,DW,15.3273
2/24/22,DW,26.1012
2/25/22,DW,23.6321
2/26/22,DW,16.7793
2/27/22,DW,14.2047
2/28/22,DW,22.9537
3/1/22,DW,25.2418
3/2/22,DW,24.5853
3/3/22,DW,22.0067
3/4/22,DW,21.6454
3/5/22,DW,18.7241
3/6/22,DW,16.756
3/7/22,DW,18.9668
3/8/22,DW,20.3157
3/9/22,DW,22.6522
3/10/22,DW,23.7517
3/11/22,DW,17.7358
3/12/22,DW,15.4156
3/13/22,DW,14.511
3/14/22,DW,16
3/15/22,DW,12.163
3/16/22,DW,18.1104
3/17/22,DW,17.3931
3/18/22,DW,16.624
3/19/22,DW,16.4129
3/20/22,DW,16.6501
3/21/22,DW,14.5209
3/22/22,DW,17.9346
3/23/22,DW,20.1022
3/24/22,DW,20.7618
3/25/22,DW,19.7017
3/26/22,DW,16.2204
3/27/22,DW,18.2648
3/28/22,DW,13.3696
3/29/22,DW,16.0561
3/30/22,DW,12.7785
3/31/22,DW,8.7105
4/1/22,DW,12.4169
4/2/22,DW,7.3958
4/3/22,DW,8.1229
4/4/22,DW,9.342
4/5/22,DW,11.6
4/6/22,DW,16.2157
4/7/22,DW,17.623
4/8/22,DW,13.6426
4/9/22,DW,12.2009
4/10/22,DW,10.4171
4/11/22,DW,10.6617
4/12/22,DW,12.2704
4/13/22,DW,16.9022
4/14/22,DW,15.5481
4/15/22,DW,8.8235
4/16/22,DW,8.0408
4/17/22,DW,7.7637
4/18/22,DW,8.6794
4/19/22,DW,10.7641
4/20/22,DW,13.1751
4/21/22,DW,12.6622
4/22/22,DW,9.1678
4/23/22,DW,8.4776
4/24/22,DW,4.9255
4/25/22,DW,9.2759
4/26/22,DW,15.8619
4/27/22,DW,14.1529
4/28/22,DW,0
4/29/22,DW,0
4/30/22,DW,0
5/1/22,DW,0
