Date,Series,Value
2021-05-08,Volume Intensity,0.2702
2021-05-09,Volume Intensity,0.2422
2021-05-10,Volume Intensity,0.2365
2021-05-11,Volume Intensity,0.1947
2021-05-12,Volume Intensity,0.2043
2021-05-13,Volume Intensity,0.1765
2021-05-14,Volume Intensity,0.2188
2021-05-15,Volume Intensity,0.1745
2021-05-16,Volume Intensity,0.1654
2021-05-17,Volume Intensity,0.147
2021-05-18,Volume Intensity,0.1903
2021-05-19,Volume Intensity,0.259
2021-05-20,Volume Intensity,0.3167
2021-05-21,Volume Intensity,0.2984
2021-05-22,Volume Intensity,0.2491
2021-05-23,Volume Intensity,0.2112
2021-05-24,Volume Intensity,0.2555
2021-05-25,Volume Intensity,0.2973
2021-05-26,Volume Intensity,0.2959
2021-05-27,Volume Intensity,0.2442
2021-05-28,Volume Intensity,0.2378
2021-05-29,Volume Intensity,0.2345
2021-05-30,Volume Intensity,0.2469
2021-05-31,Volume Intensity,0.2059
2021-06-01,Volume Intensity,0.1933
2021-06-02,Volume Intensity,0.1932
2021-06-03,Volume Intensity,0.2468
2021-06-04,Volume Intensity,0.2838
2021-06-05,Volume Intensity,0.277
2021-06-06,Volume Intensity,0.2346
2021-06-07,Volume Intensity,0.2242
2021-06-08,Volume Intensity,0.2393
2021-06-09,Volume Intensity,0.278
2021-06-10,Volume Intensity,0.2804
2021-06-11,Volume Intensity,0.3013
2021-06-12,Volume Intensity,0.314
2021-06-13,Volume Intensity,0.338
2021-06-14,Volume Intensity,0.4179
2021-06-15,Volume Intensity,0.3948
2021-06-16,Volume Intensity,0.5055
2021-06-17,Volume Intensity,0.4494
2021-06-18,Volume Intensity,0.4138
2021-06-19,Volume Intensity,0.227
2021-06-20,Volume Intensity,0.1569
2021-06-21,Volume Intensity,0.1944
2021-06-22,Volume Intensity,0.2214
2021-06-23,Volume Intensity,0.2824
2021-06-24,Volume Intensity,0.3272
2021-06-25,Volume Intensity,0.3735
2021-06-26,Volume Intensity,0.3231
2021-06-27,Volume Intensity,0.2854
2021-06-28,Volume Intensity,0.2373
2021-06-29,Volume Intensity,0.2791
2021-06-30,Volume Intensity,0.3093
2021-07-01,Volume Intensity,0.354
2021-07-02,Volume Intensity,0.3883
2021-07-03,Volume Intensity,0.5163
2021-07-04,Volume Intensity,0.5805
2021-07-05,Volume Intensity,0.5233
2021-07-06,Volume Intensity,0.3657
2021-07-07,Volume Intensity,0.3241
2021-07-08,Volume Intensity,0.31
2021-07-09,Volume Intensity,0.2872
2021-07-10,Volume Intensity,0.2963
2021-07-11,Volume Intensity,0.3312
2021-07-12,Volume Intensity,0.3218
2021-07-13,Volume Intensity,0.2266
2021-07-14,Volume Intensity,0.1744
2021-07-15,Volume Intensity,0.173
2021-07-16,Volume Intensity,0.2162
2021-07-17,Volume Intensity,0.2447
2021-07-18,Volume Intensity,0.2129
2021-07-19,Volume Intensity,0.1797
2021-07-20,Volume Intensity,0.1588
2021-07-21,Volume Intensity,0.2044
2021-07-22,Volume Intensity,0.2112
2021-07-23,Volume Intensity,0.2527
2021-07-24,Volume Intensity,0.2247
2021-07-25,Volume Intensity,0.2286
2021-07-26,Volume Intensity,0.19
2021-07-27,Volume Intensity,0.2006
2021-07-28,Volume Intensity,0.2148
2021-07-29,Volume Intensity,0.2479
2021-07-30,Volume Intensity,0.251
2021-07-31,Volume Intensity,0.2537
2021-08-01,Volume Intensity,0.2833
2021-08-02,Volume Intensity,0.3255
2021-08-03,Volume Intensity,0.3818
2021-08-04,Volume Intensity,0.3549
2021-08-05,Volume Intensity,0.3354
2021-08-06,Volume Intensity,0.2781
2021-08-07,Volume Intensity,0.3693
2021-08-08,Volume Intensity,0.4796
2021-08-09,Volume Intensity,0.482
2021-08-10,Volume Intensity,0.3631
2021-08-11,Volume Intensity,0.2476
